web-scraper-order,web-scraper-start-url,description,section,section-href,section_description,title
"1694813216-441","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 83 - Attachment of property of person absconding","https://lawrato.com/indian-kanoon/crpc/section-83","","INDIAN KANOON SECTION 83 CrPC - Code of Criminal Procedure - Attachment of property of person absconding"
"1694813219-442","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 82 - Proclamation for person absconding","https://lawrato.com/indian-kanoon/crpc/section-82","","INDIAN KANOON SECTION 82 CrPC - Code of Criminal Procedure - Proclamation for person absconding"
"1694813223-443","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 81 - Procedure by Magistrate before whom such person arrested is brought","https://lawrato.com/indian-kanoon/crpc/section-81","","INDIAN KANOON SECTION 81 CrPC - Code of Criminal Procedure - Procedure by Magistrate before whom such person arrested is brought"
"1694813224-444","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 80 - Procedure of arrest of person against whom warrant issued","https://lawrato.com/indian-kanoon/crpc/section-80","When a warrant of arrest is executed outside the district in which it was issued, the person arrested shall, unless the Court which issued the warrant is within thirty kilometres of the place of arrest or is nearer than the Executive Magistrate or District Superintendent of Police or Commissioner of Police within the local limits of whose jurisdiction the arrest was made, or unless security is taken under section 71, be taken before such Magistrate or District Superintendent or Commissioner.","INDIAN KANOON SECTION 80 CrPC - Code of Criminal Procedure - Procedure of arrest of person against whom warrant issued"
"1694813227-445","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 79 - Warrant directed to police officer for execution outside jurisdiction","https://lawrato.com/indian-kanoon/crpc/section-79","","INDIAN KANOON SECTION 79 CrPC - Code of Criminal Procedure - Warrant directed to police officer for execution outside jurisdiction"
"1694813230-446","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 78 - Warrant forwarded for execution outside jurisdiction","https://lawrato.com/indian-kanoon/crpc/section-78","","INDIAN KANOON SECTION 78 CrPC - Code of Criminal Procedure - Warrant forwarded for execution outside jurisdiction"
"1694813233-447","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 77 - Where warrant may be executed","https://lawrato.com/indian-kanoon/crpc/section-77","A warrant of arrest may be executed at any place in India.","INDIAN KANOON SECTION 77 CrPC - Code of Criminal Procedure - Where warrant may be executed"
"1694813236-448","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 76 - Person arrested to be brought before Court without delay","https://lawrato.com/indian-kanoon/crpc/section-76","The police officer or other person executing a warrant of arrest shall (subject to the provisions of section 71 as to security) without unnecessary delay bring the person arrested before the Court before which he is required by law to produce such person;

Provided that such delay shall not, in any case, exceed twenty-four hours exclusive of the lime necessary for the journey from the place of arrest to the Magistrate's Court.","INDIAN KANOON SECTION 76 CrPC - Code of Criminal Procedure - Person arrested to be brought before Court without delay"
"1694813239-449","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 75 - Notification of substance of warrant","https://lawrato.com/indian-kanoon/crpc/section-75","The police officer or other person executing a warrant of arrest shall notify the substance thereof to the person to be arrested, and, if so required, shall show him the warrant.","INDIAN KANOON SECTION 75 CrPC - Code of Criminal Procedure - Notification of substance of warrant"
"1694813243-450","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 74 - Warrant directed to police officer","https://lawrato.com/indian-kanoon/crpc/section-74","A warrant directed to any police officer may also be executed by any other police officer whose name is endorsed upon the warrant by the officer to whom it is directed or endorsed.","INDIAN KANOON SECTION 74 CrPC - Code of Criminal Procedure - Warrant directed to police officer"
"1694813244-451","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 73 - Warrant may be directed to any person","https://lawrato.com/indian-kanoon/crpc/section-73","","INDIAN KANOON SECTION 73 CrPC - Code of Criminal Procedure - Warrant may be directed to any person"
"1694813247-452","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 72 - Warrants to whom directed","https://lawrato.com/indian-kanoon/crpc/section-72","","INDIAN KANOON SECTION 72 CrPC - Code of Criminal Procedure - Warrants to whom directed"
"1694813250-453","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 71 - Power to direct security to be taken","https://lawrato.com/indian-kanoon/crpc/section-71","","INDIAN KANOON SECTION 71 CrPC - Code of Criminal Procedure - Power to direct security to be taken"
